0,Radiation
2016-09-01 00:05:10,2.205
2016-09-01 01:25:06,3.279
2016-09-01 02:25:06,2.431
2016-09-01 03:30:05,2.408
2016-09-01 04:30:03,2.285
2016-09-01 05:30:07,12.058
2016-09-01 06:45:08,132.299
2016-09-01 08:15:06,569.595
2016-09-01 09:25:09,866.1469999999998
2016-09-01 10:45:04,1007.125
2016-09-01 12:00:10,1062.308
2016-09-01 13:25:04,968.229
2016-09-01 14:30:05,809.243
2016-09-01 15:40:03,557.322
2016-09-01 16:45:04,195.906
2016-09-01 17:55:08,12.979
2016-09-01 19:10:06,2.516
2016-09-01 20:15:07,2.608
2016-09-01 21:15:04,2.474
2016-09-01 22:15:05,2.317
2016-09-01 23:15:10,2.434
2016-09-02 00:25:06,2.516
2016-09-02 01:40:08,2.732
2016-09-02 02:45:09,2.295
2016-09-02 03:45:05,2.504
2016-09-02 04:45:02,2.244
2016-09-02 05:45:06,9.373
2016-09-02 06:45:08,212.832
2016-09-02 07:45:06,492.887
2016-09-02 08:50:05,730.956
2016-09-02 09:50:04,901.186
2016-09-02 10:50:06,1013.631
2016-09-02 11:50:02,1057.655
2016-09-02 12:50:03,1026.529
2016-09-02 13:50:08,930.683
2016-09-02 15:00:09,624.179
2016-09-02 16:00:06,444.013
2016-09-02 17:00:05,246.951
2016-09-02 18:00:06,36.933
2016-09-02 19:00:07,2.778
2016-09-02 20:00:04,2.641
2016-09-02 21:00:05,2.001
2016-09-02 22:00:03,2.3280000000000003
2016-09-02 23:00:07,2.719
2016-09-03 00:00:04,2.282
2016-09-03 01:15:04,2.67
2016-09-03 02:15:05,2.774
2016-09-03 03:15:03,2.998
2016-09-03 04:15:04,2.6710000000000003
2016-09-03 05:15:03,3.055
2016-09-03 06:15:07,70.584
2016-09-03 07:15:05,359.398
2016-09-03 08:15:06,569.887
2016-09-03 09:15:07,671.696
2016-09-03 10:20:03,451.537
2016-09-03 11:20:02,136.756
2016-09-03 12:20:04,150.188
2016-09-03 13:20:02,139.322
2016-09-03 14:20:05,85.39
2016-09-03 15:20:04,166.882
2016-09-03 16:20:05,48.982
2016-09-03 17:20:05,31.309
2016-09-03 18:25:07,3.645
2016-09-03 19:25:06,2.758
2016-09-03 20:25:04,2.153
2016-09-03 21:25:05,2.242
2016-09-03 22:25:03,2.551
2016-09-03 23:30:04,3.199
2016-09-04 00:50:06,3.552
2016-09-04 01:50:04,2.583
2016-09-04 02:50:10,2.593
2016-09-04 03:50:04,2.562
2016-09-04 04:50:11,3.133
2016-09-04 05:50:06,11.065
2016-09-04 06:50:04,233.44
2016-09-04 07:50:07,473.2
2016-09-04 08:50:02,232.656
2016-09-04 09:50:03,389.399
2016-09-04 10:50:04,760.3580000000002
2016-09-04 12:05:04,699.498
2016-09-04 13:05:12,345.962
2016-09-04 14:05:07,259.31
2016-09-04 15:05:09,60.411
2016-09-04 16:10:05,45.056
2016-09-04 17:10:09,37.105
2016-09-04 18:10:04,7.876
2016-09-04 19:10:05,2.7110000000000003
2016-09-04 20:10:05,2.191
2016-09-04 21:10:07,2.74
2016-09-04 22:10:05,2.551
2016-09-04 23:10:10,2.619
2016-09-05 00:20:03,2.4530000000000003
2016-09-05 01:35:07,1.969
2016-09-05 02:35:04,2.0540000000000003
2016-09-05 03:35:07,2.239
2016-09-05 04:35:07,1.834
2016-09-05 05:35:05,6.507999999999999
2016-09-05 06:35:04,151.405
2016-09-05 07:35:06,455.033
2016-09-05 08:35:06,687.796
2016-09-05 09:35:05,878.698
2016-09-05 10:40:04,1014.069
2016-09-05 11:40:03,1067.64
2016-09-05 12:45:04,1077.937
2016-09-05 13:45:05,679.577
2016-09-05 14:45:04,600.528
2016-09-05 15:45:04,334.266
2016-09-05 16:45:04,171.601
2016-09-05 17:45:05,18.264
2016-09-05 18:45:08,2.571
2016-09-05 19:45:22,2.157
2016-09-05 20:45:21,2.649
2016-09-05 21:45:22,2.408
2016-09-05 22:45:23,2.336
2016-09-05 23:45:23,2.801
2016-09-06 01:05:20,2.763
2016-09-06 02:05:21,3.3480000000000003
2016-09-06 03:05:19,2.7880000000000003
2016-09-06 04:05:19,2.44
2016-09-06 05:05:21,3.123
2016-09-06 06:05:26,33.162
2016-09-06 07:05:20,327.148
2016-09-06 08:05:18,583.207
2016-09-06 09:05:22,792.0219999999998
2016-09-06 10:05:22,952.996
2016-09-06 11:05:23,1052.278
2016-09-06 12:05:20,997.248
2016-09-06 13:05:19,984.336
2016-09-06 14:05:23,668.796
2016-09-06 15:05:19,403.208
2016-09-06 16:05:19,282.67
2016-09-06 17:05:21,209.511
2016-09-06 18:05:20,11.929
2016-09-06 19:05:25,2.165
2016-09-06 20:05:21,1.984
2016-09-06 21:05:20,2.42
2016-09-06 22:05:20,2.437
2016-09-06 23:05:24,2.148
2016-09-07 00:25:19,2.7510000000000003
2016-09-07 01:35:21,2.498
2016-09-07 02:35:19,2.888
2016-09-07 03:35:22,2.588
2016-09-07 04:35:26,2.36
2016-09-07 05:35:23,6.533
2016-09-07 06:35:20,137.524
2016-09-07 07:35:22,316.458
2016-09-07 08:35:26,426.468
2016-09-07 09:35:23,752.2330000000002
2016-09-07 10:35:25,850.556
2016-09-07 17:50:22,19.634
2016-09-07 19:15:21,2.457
2016-09-07 20:20:26,2.674
2016-09-07 21:20:24,2.599
2016-09-07 22:20:20,3.276
2016-09-07 23:20:24,2.802
2016-09-08 00:55:24,2.457
2016-09-08 01:55:23,2.624
2016-09-08 02:55:21,2.291
2016-09-08 04:00:22,2.515
2016-09-08 05:00:23,2.603
2016-09-08 06:10:22,274.019
2016-09-08 18:30:22,2.343
2016-09-08 19:30:24,1.7919999999999998
2016-09-08 20:30:21,1.608
2016-09-08 21:35:23,1.492
2016-09-08 22:35:25,1.586
2016-09-08 23:35:20,2.068
2016-09-09 01:15:29,1.73
2016-09-09 02:15:18,1.853
2016-09-09 03:15:22,1.644
2016-09-09 04:15:22,1.761
2016-09-09 05:20:25,180.09799999999996
2016-09-09 18:45:22,1.699
2016-09-09 19:55:25,1.669
2016-09-09 21:05:19,1.508
2016-09-09 22:05:33,1.4680000000000002
2016-09-09 23:10:22,1.818
2016-09-10 00:30:20,1.586
2016-09-10 01:50:23,2.09
2016-09-10 02:50:20,2.742
2016-09-10 03:55:20,3.096
2016-09-10 04:55:23,3.432
2016-09-10 13:00:21,775.47
2016-09-10 14:00:19,357.666
2016-09-10 15:00:20,249.622
2016-09-10 16:00:20,150.958
2016-09-10 17:00:20,74.72
2016-09-10 18:05:20,6.9529999999999985
2016-09-10 19:05:24,2.157
2016-09-10 20:05:20,2.67
2016-09-10 21:05:22,2.742
2016-09-10 22:05:24,1.7919999999999998
2016-09-10 23:05:20,1.727
2016-09-11 00:05:24,2.383
2016-09-11 01:20:21,2.814
2016-09-11 02:20:18,2.737
2016-09-11 03:20:23,2.278
2016-09-11 04:20:21,2.153
2016-09-11 05:20:19,3.19
2016-09-11 06:20:22,84.50399999999998
2016-09-11 07:20:22,418.301
2016-09-11 08:20:22,618.413
2016-09-11 09:20:20,839.93
2016-09-11 10:20:20,793.73
2016-09-11 11:20:20,431.297
2016-09-11 12:25:25,332.196
2016-09-11 13:25:18,146.976
2016-09-11 14:25:20,208.753
2016-09-11 15:25:21,185.413
2016-09-11 16:25:20,85.63600000000002
2016-09-11 17:25:24,33.355
2016-09-11 18:25:18,2.345
2016-09-11 19:25:19,2.207
2016-09-11 20:25:20,2.298
2016-09-11 21:25:19,2.395
2016-09-11 22:25:25,2.388
2016-09-11 23:25:24,2.246
2016-09-12 00:35:25,2.021
2016-09-12 01:40:25,1.981
2016-09-12 02:40:22,1.949
2016-09-12 03:40:22,2.002
2016-09-12 04:40:22,2.05
2016-09-12 05:40:19,9.283
2016-09-12 06:40:19,163.88
2016-09-12 07:40:19,468.945
2016-09-12 08:45:23,711.7539999999998
2016-09-12 09:45:20,896.3589999999998
2016-09-12 10:45:25,551.306
2016-09-12 11:45:19,281.996
2016-09-12 12:50:23,219.35
2016-09-12 13:55:22,169.523
2016-09-12 14:55:18,53.885
2016-09-12 15:55:22,45.915
2016-09-12 16:55:22,38.404
2016-09-12 17:55:05,5.767
2016-09-12 18:55:03,1.952
2016-09-12 19:55:06,2.233
2016-09-12 20:55:07,2.104
2016-09-12 21:55:05,1.856
2016-09-12 22:55:06,1.813
2016-09-12 23:55:04,2.116
2016-09-13 01:15:02,1.965
2016-09-13 02:20:03,3.108
2016-09-13 03:20:06,2.218
2016-09-13 04:20:04,2.486
2016-09-13 05:20:04,4.423
2016-09-13 06:20:04,44.105
2016-09-13 07:20:06,289.9790000000001
2016-09-13 08:20:06,370.172
2016-09-13 09:20:10,670.801
2016-09-13 10:20:03,978.466
2016-09-13 11:25:07,930.212
2016-09-13 12:25:04,219.052
2016-09-13 13:25:12,110.611
2016-09-13 14:25:04,216.954
2016-09-13 15:25:06,309.775
2016-09-13 16:25:03,86.116
2016-09-13 17:25:03,22.028
2016-09-13 18:25:04,2.188
2016-09-13 19:25:05,1.917
2016-09-13 20:25:07,3.297
2016-09-13 21:25:03,2.3080000000000003
2016-09-13 22:30:05,2.349
2016-09-13 23:30:05,2.33
2016-09-14 00:50:07,2.306
2016-09-14 01:50:07,2.959
2016-09-14 02:50:04,2.135
2016-09-14 03:55:03,2.416
2016-09-14 04:55:06,3.182
2016-09-14 05:55:07,13.352
2016-09-14 06:55:08,247.675
2016-09-14 07:55:09,535.378
2016-09-14 08:55:09,641.7130000000002
2016-09-14 09:55:05,467.556
2016-09-14 10:55:03,469.792
2016-09-14 11:55:03,500.172
2016-09-14 12:55:06,320.399
2016-09-14 13:55:03,193.182
2016-09-14 14:55:03,329.528
2016-09-14 15:55:03,218.053
2016-09-14 16:55:06,87.993
2016-09-14 17:55:12,4.597
2016-09-14 18:55:07,1.571
2016-09-14 19:55:07,1.233
2016-09-14 20:55:04,1.238
2016-09-14 22:00:07,1.233
2016-09-14 23:00:11,1.234
2016-09-15 00:00:09,1.234
2016-09-15 01:15:04,1.233
2016-09-15 02:15:04,1.225
2016-09-15 03:15:05,1.233
2016-09-15 04:15:04,1.222
2016-09-15 05:15:04,1.317
2016-09-15 06:15:04,18.093
2016-09-15 07:15:02,71.327
2016-09-15 08:15:02,34.85
2016-09-15 09:15:06,141.535
2016-09-15 10:15:05,121.893
2016-09-15 13:30:09,129.906
2016-09-16 07:55:30,387.517
2016-09-16 09:05:03,435.74300000000005
2016-09-16 10:10:03,743.2810000000002
2016-09-16 11:10:05,778.331
2016-09-16 12:10:04,1018.947
2016-09-16 13:10:03,371.526
2016-09-16 14:10:07,354.042
2016-09-16 15:40:04,384.828
2016-09-16 16:55:04,199.84
2016-09-16 17:55:03,20.069000000000006
2016-09-16 18:55:10,1.248
2016-09-16 19:55:04,1.245
2016-09-16 20:55:04,1.24
2016-09-16 21:55:05,1.249
2016-09-16 22:55:03,1.242
2016-09-16 23:55:04,1.252
2016-09-17 01:15:04,1.249
2016-09-17 02:15:05,1.24
2016-09-17 03:15:07,1.24
2016-09-17 04:15:06,1.241
2016-09-17 05:15:08,1.582
2016-09-17 06:15:03,58.083
2016-09-17 07:20:03,152.866
2016-09-17 08:25:08,352.19
2016-09-17 09:25:05,599.69
2016-09-17 10:25:08,368.042
2016-09-17 11:25:04,625.007
2016-09-17 12:25:05,720.1439999999999
2016-09-17 13:25:05,608.753
2016-09-17 14:25:05,490.595
2016-09-17 15:25:07,357.42800000000005
2016-09-17 16:25:08,192.556
2016-09-17 17:25:03,48.757
2016-09-17 18:25:05,1.337
2016-09-17 19:25:05,1.245
2016-09-17 20:25:07,1.254
2016-09-17 21:25:04,1.244
2016-09-17 22:25:04,1.257
2016-09-17 23:25:03,1.229
2016-09-18 00:35:06,1.242
2016-09-18 01:40:06,1.233
2016-09-18 02:40:04,1.249
2016-09-18 03:50:04,1.249
2016-09-18 04:55:03,1.236
2016-09-18 05:55:08,10.076
2016-09-18 06:55:03,242.311
2016-09-18 08:00:04,539.1709999999998
2016-09-18 09:00:03,754.058
2016-09-18 10:00:05,921.401
2016-09-18 11:05:04,1016.854
2016-09-18 12:10:07,1031.655
2016-09-18 13:15:05,958.495
2016-09-18 14:15:02,307.058
2016-09-18 15:15:05,170.75599999999997
2016-09-18 16:25:04,99.978
2016-09-18 17:25:05,29.718000000000004
2016-09-18 18:25:06,1.518
2016-09-18 19:30:03,1.251
2016-09-18 20:30:03,1.258
2016-09-18 21:30:05,1.253
2016-09-18 22:35:05,1.237
2016-09-18 23:35:04,1.242
2016-09-19 01:00:08,1.243
2016-09-19 02:05:03,1.23
2016-09-19 03:10:03,1.227
2016-09-19 04:10:03,1.228
2016-09-19 05:10:04,1.683
2016-09-19 06:10:02,34.789
2016-09-19 07:10:04,334.211
2016-09-19 08:10:04,600.054
2016-09-19 09:10:05,829.9060000000002
2016-09-19 10:20:05,987.862
2016-09-19 11:20:05,1065.355
2016-09-19 12:20:12,1056.612
2016-09-19 13:20:06,954.21
2016-09-19 14:20:03,832.1439999999999
2016-09-19 15:20:05,546.467
2016-09-19 16:20:03,349.65
2016-09-19 17:20:03,83.289
2016-09-19 18:25:09,1.355
2016-09-19 19:30:11,1.248
2016-09-19 20:30:06,1.25
2016-09-19 21:30:08,1.249
2016-09-19 22:40:04,1.24
2016-09-19 23:40:04,1.239
2016-09-20 01:00:06,1.232
2016-09-20 02:00:05,1.243
2016-09-20 03:00:03,1.229
2016-09-20 04:00:04,1.225
2016-09-20 05:00:04,1.226
2016-09-20 06:00:04,12.118
2016-09-20 07:00:04,287.11
2016-09-20 08:00:03,562.366
2016-09-20 09:00:09,779.443
2016-09-20 10:00:06,915.168
2016-09-20 11:00:10,1028.335
2016-09-20 12:00:05,1054.582
2016-09-20 13:00:08,991.997
2016-09-20 14:00:06,761.518
2016-09-20 15:00:06,445.17800000000005
2016-09-20 16:00:07,195.477
2016-09-20 17:00:05,59.802
2016-09-20 18:05:05,3.258
2016-09-20 19:05:04,1.222
2016-09-20 20:05:05,1.236
2016-09-20 21:05:04,1.233
2016-09-20 22:05:04,1.228
2016-09-20 23:05:03,1.229
2016-09-21 00:05:19,1.216
2016-09-21 01:15:05,1.219
2016-09-21 02:15:05,1.211
2016-09-21 03:15:09,1.207
2016-09-21 04:15:04,1.223
2016-09-21 05:15:05,1.806
2016-09-21 06:15:03,41.451
2016-09-21 07:15:03,350.913
2016-09-21 08:15:07,537.819
2016-09-21 09:15:07,801.544
2016-09-21 10:20:02,950.048
2016-09-21 11:25:18,815.696
2016-09-21 12:25:20,926.478
2016-09-21 13:25:24,903.22
2016-09-21 14:30:22,700.4789999999998
2016-09-21 15:30:20,563.014
2016-09-21 16:35:20,132.341
2016-09-21 17:35:25,26.192
2016-09-21 18:35:19,1.232
2016-09-21 19:35:20,1.232
2016-09-21 20:35:27,1.235
2016-09-21 21:35:22,1.227
2016-09-21 22:35:20,1.236
2016-09-21 23:35:18,1.228
2016-09-22 00:40:20,1.224
2016-09-22 01:45:20,1.228
2016-09-22 02:45:23,1.216
2016-09-22 03:45:20,1.204
2016-09-22 04:45:18,1.212
2016-09-22 05:45:19,7.401
2016-09-22 06:45:23,185.056
2016-09-22 07:45:19,496.91
2016-09-22 08:45:18,722.655
2016-09-22 09:45:19,898.1010000000001
2016-09-22 10:45:22,1009.738
2016-09-22 11:45:19,1047.157
2016-09-22 12:45:22,1014.963
2016-09-22 13:45:23,898.028
2016-09-22 14:50:19,707.8480000000002
2016-09-22 15:50:21,481.515
2016-09-22 16:50:23,207.636
2016-09-22 17:50:19,13.745
2016-09-22 18:50:23,1.242
2016-09-22 19:55:19,1.237
2016-09-22 20:55:21,1.253
2016-09-22 21:55:22,1.255
2016-09-22 22:55:22,1.239
2016-09-22 23:55:23,1.24
2016-09-23 01:00:26,1.245
2016-09-23 02:00:22,1.236
2016-09-23 03:00:20,1.237
2016-09-23 04:00:24,1.245
2016-09-23 05:00:20,1.242
2016-09-23 06:00:21,10.688
2016-09-23 07:00:25,95.179
2016-09-23 08:00:19,215.28
2016-09-23 09:00:23,498.583
2016-09-23 10:00:23,879.056
2016-09-23 11:00:20,667.038
2016-09-23 12:00:19,403.598
2016-09-23 13:00:23,246.167
2016-09-23 14:00:26,185.391
2016-09-23 15:00:24,98.509
2016-09-23 16:00:19,33.412
2016-09-23 17:00:18,12.581
2016-09-23 18:00:24,1.592
2016-09-23 19:00:22,1.258
2016-09-23 20:00:19,1.246
2016-09-23 21:00:21,1.246
2016-09-23 22:00:23,1.244
2016-09-23 23:00:21,1.244
2016-09-24 00:00:22,1.239
2016-09-24 01:15:19,1.24
2016-09-24 02:15:18,1.234
2016-09-24 03:15:22,1.243
2016-09-24 04:15:21,1.231
2016-09-24 05:15:23,1.7919999999999998
2016-09-24 06:15:23,36.838
2016-09-24 07:15:18,333.14
2016-09-24 08:15:19,570.031
2016-09-24 09:15:24,801.217
2016-09-24 10:15:20,896.5360000000002
2016-09-24 11:15:20,526.118
2016-09-24 12:15:20,431.122
2016-09-24 13:15:24,176.28599999999997
2016-09-24 14:15:22,158.392
2016-09-24 15:15:24,399.018
2016-09-24 16:15:22,65.49
2016-09-24 17:15:18,22.463
2016-09-24 18:15:18,1.6780000000000002
2016-09-24 19:15:22,1.239
2016-09-24 20:15:19,1.238
2016-09-24 21:15:19,1.233
2016-09-24 22:15:18,1.235
2016-09-24 23:15:27,1.23
2016-09-25 00:25:21,1.216
2016-09-25 01:35:23,1.224
2016-09-25 02:35:19,1.238
2016-09-25 03:35:22,1.228
2016-09-25 04:35:21,1.233
2016-09-25 05:35:20,5.948
2016-09-25 06:35:21,120.22
2016-09-25 07:35:22,439.9
2016-09-25 08:35:22,683.972
2016-09-25 09:35:26,866.8560000000001
2016-09-25 10:35:20,988.944
2016-09-25 11:35:21,1042.527
2016-09-25 12:35:21,1029.527
2016-09-25 13:35:29,947.097
2016-09-25 14:35:19,590.737
2016-09-25 15:35:20,546.578
2016-09-25 16:35:21,267.369
2016-09-25 17:35:22,28.667
2016-09-25 18:35:21,1.236
2016-09-25 19:35:24,1.234
2016-09-25 20:35:22,1.233
2016-09-25 21:35:18,1.235
2016-09-25 22:35:19,1.228
2016-09-25 23:35:26,1.249
2016-09-26 00:40:19,1.226
2016-09-26 01:45:18,1.219
2016-09-26 02:45:23,1.222
2016-09-26 03:45:25,1.223
2016-09-26 04:50:22,1.216
2016-09-26 05:50:21,8.665
2016-09-26 06:50:18,95.293
2016-09-26 07:50:20,461.3
2016-09-26 08:50:20,729.429
2016-09-26 09:50:19,900.6139999999998
2016-09-26 12:30:21,1019.371
2016-09-26 13:30:22,942.9
2016-09-26 14:30:23,767.165
2016-09-26 15:30:24,532.744
2016-09-26 16:35:23,282.571
2016-09-26 17:35:19,28.388
2016-09-26 18:35:20,1.218
2016-09-26 19:35:19,1.218
2016-09-26 20:35:24,1.22
2016-09-26 21:40:24,1.235
2016-09-26 22:40:19,1.214
2016-09-26 23:40:25,1.215
2016-09-27 00:55:24,1.221
2016-09-27 02:05:23,1.218
2016-09-27 03:05:19,1.22
2016-09-27 04:05:23,1.223
2016-09-27 05:05:24,1.252
2016-09-27 06:05:20,13.439
2016-09-27 07:05:22,273.953
2016-09-27 08:05:20,559.659
2016-09-27 09:05:22,766.182
2016-09-27 10:05:21,942.811
2016-09-27 11:10:25,994.26
2016-09-27 12:10:21,330.764
2016-09-27 13:10:27,309.728
2016-09-27 14:10:24,508.042
2016-09-27 15:10:24,266.805
2016-09-27 16:10:25,154.153
2016-09-27 17:10:22,36.71
2016-09-27 18:10:26,2.138
2016-09-27 19:10:25,1.278
2016-09-27 20:10:19,1.269
2016-09-27 21:10:21,1.268
2016-09-27 22:10:23,1.265
2016-09-27 23:10:19,1.239
2016-09-28 00:25:19,1.263
2016-09-28 01:30:26,1.273
2016-09-28 02:30:21,1.255
2016-09-28 03:30:19,1.213
2016-09-28 04:30:20,1.218
2016-09-28 05:30:21,4.891
2016-09-28 06:35:20,110.02
2016-09-28 07:35:18,434.463
2016-09-28 08:35:20,667.74
2016-09-28 09:35:22,850.584
2016-09-28 10:35:19,972.037
2016-09-28 11:35:25,1022.855
2016-09-28 12:40:19,992.533
2016-09-28 13:40:21,883.289
2016-09-28 14:40:24,704.3760000000002
2016-09-28 15:45:19,474.629
2016-09-28 16:45:21,199.083
2016-09-28 17:45:24,11.955
2016-09-28 18:45:21,1.231
2016-09-28 19:45:24,1.223
2016-09-28 20:45:20,1.224
2016-09-28 21:45:22,1.218
2016-09-28 22:45:22,1.219
2016-09-28 23:45:31,1.222
2016-09-29 00:50:29,1.222
2016-09-29 01:50:23,1.222
2016-09-29 02:50:25,1.218
2016-09-29 03:50:26,1.183
2016-09-29 04:50:25,1.2
2016-09-29 05:50:21,7.9129999999999985
2016-09-29 06:50:19,201.902
2016-09-29 07:55:19,527.967
2016-09-29 08:55:21,743.995
2016-09-29 09:55:21,907.403
2016-09-29 10:55:21,1008.112
2016-09-29 11:55:20,1034.579
2016-09-29 12:55:22,978.083
2016-09-29 13:55:20,845.4910000000001
2016-09-29 15:02:10,620.811
2016-09-29 16:00:20,376.997
2016-09-29 17:00:24,131.06799999999998
2016-09-29 18:00:22,4.758
2016-09-29 19:00:24,1.223
2016-09-29 20:00:18,1.226
2016-09-29 21:00:20,1.225
2016-09-29 22:00:26,1.213
2016-09-29 23:00:25,1.213
2016-10-01 00:30:18,1.262
2016-10-01 01:30:30,1.271
2016-10-01 02:30:29,1.283
2016-10-01 03:30:19,1.265
2016-10-01 04:30:22,1.277
2016-10-01 05:30:21,2.384
2016-10-01 06:30:22,53.343
2016-10-01 07:30:23,286.018
2016-10-01 08:30:23,583.068
2016-10-01 09:30:20,496.918
2016-10-01 10:30:20,728.1489999999999
2016-10-01 11:30:20,930.528
2016-10-01 12:30:23,869.4830000000002
2016-10-01 13:30:23,471.931
2016-10-01 14:30:21,415.279
2016-10-01 15:30:24,229.538
2016-10-01 16:30:20,96.783
2016-10-01 17:30:23,20.046
2016-10-01 18:30:20,1.279
2016-10-01 19:30:23,1.283
2016-10-01 20:30:25,1.267
2016-10-01 21:30:21,1.275
2016-10-01 22:30:26,1.278
2016-10-01 23:30:21,1.276
2016-10-02 00:50:20,1.273
2016-10-02 01:50:22,1.265
2016-10-02 02:50:24,1.246
2016-10-02 03:50:25,1.263
2016-10-02 04:50:19,1.253
2016-10-02 05:50:22,14.438
2016-10-02 06:50:18,183.63
2016-10-02 07:50:23,402.407
2016-10-02 08:50:24,566.746
2016-10-02 09:50:18,587.22
2016-10-02 10:50:20,799.925
2016-10-02 11:50:20,682.77
2016-10-02 12:50:28,792.82
2016-10-02 13:50:23,494.343
2016-10-02 14:50:23,357.514
2016-10-02 15:50:22,185.668
2016-10-02 16:50:22,66.253
2016-10-02 17:50:22,3.5660000000000003
2016-10-02 18:50:20,1.245
2016-10-02 19:50:25,1.231
2016-10-02 20:50:27,1.23
2016-10-02 21:50:27,1.238
2016-10-02 22:55:27,1.238
2016-10-02 23:55:20,1.242
2016-10-03 01:10:21,1.229
2016-10-03 02:10:22,1.229
2016-10-03 03:10:19,1.226
2016-10-03 04:10:22,1.234
2016-10-03 05:10:21,1.233
2016-10-03 06:10:26,42.475
2016-10-03 07:10:22,203.95
2016-10-03 08:10:23,305.468
2016-10-03 09:15:22,431.714
2016-10-03 10:15:24,449.942
2016-10-03 11:15:19,344.186
2016-10-03 12:15:21,330.93300000000005
2016-10-03 13:15:20,297.658
2016-10-03 14:20:22,168.766
2016-10-03 15:20:20,198.981
